Date,URL
"2017-08-01, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-1
"2017-08-03, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-3
"2017-08-04, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-4
"2017-08-05, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-5
"2017-08-06, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-6
"2017-08-08, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-8
"2017-08-09, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-9
"2017-08-10, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-10
"2017-08-11, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-11
"2017-08-12, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-12
"2017-08-13, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-13
"2017-08-14, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-14
"2017-08-22, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-22
"2017-08-28, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-8-28
"2017-09-07, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-9-7
"2017-09-08, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-9-8
"2017-09-09, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-9-9
"2017-09-11, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-9-11
"2017-09-12, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-9-12
"2017-09-29, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-9-29
"2017-10-01, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-1
"2017-10-08, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-8
"2017-10-20, Moxico Province, Moxico, Angola",https://www.wunderground.com/history/daily/FNUE/date/2017-10-20
