Year,Month,Day,Temperature,Temp Dew Point,Humidity,Wind Direction,Wind Speed,Precipitation,Condition,Location,Serialized Hemisphere
2015,1,1,10.34188034188034,3.440170940170941,61.61538461538461,NNE,12.193875692307692,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,2,12.905982905982906,5.363247863247863,64.0,NE,15.226870153846155,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,3,12.681159420289857,5.217391304347825,65.43478260869566,NNE,14.903924869565218,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,4,13.285024154589372,3.671497584541063,57.56521739130435,SE,15.463696695652173,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,5,13.61111111111111,3.912037037037036,57.041666666666664,ESE,13.679424000000001,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,6,11.044444444444444,1.555555555555554,60.76,NE,13.325368319999999,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,7,12.149758454106282,3.8647342995169094,61.69565217391305,ENE,13.084666434782608,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,8,12.853535353535351,6.262626262626263,65.5909090909091,ENE,10.680192000000002,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,9,13.647342995169083,7.5362318840579725,66.8695652173913,E,12.734809043478261,0.0,Mostly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,10,12.922705314009661,6.2560386473429945,66.52173913043478,ENE,14.833953391304348,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,11,13.379629629629632,7.407407407407409,69.83333333333333,NE,15.355824,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,12,14.396135265700483,6.787439613526571,63.78260869565217,ESE,15.253782260869565,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,13,14.666666666666666,7.333333333333335,65.72,NE,13.003499520000002,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,14,14.758454106280194,9.347826086956523,72.8695652173913,NNE,9.865978434782608,0.0,Mostly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,15,14.637681159420291,9.879227053140095,74.3913043478261,NE,12.245008695652174,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,16,13.429951690821254,9.202898550724639,77.82608695652173,NE,9.516121043478261,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,17,13.046594982078853,10.017921146953405,83.90322580645162,VAR,9.13692077419355,0.0,Fog,"Bogotá, Cundinamarca, Colombia",4
2015,1,18,14.547325102880658,10.740740740740742,79.5925925925926,VAR,9.417642666666667,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,19,14.468599033816425,10.31400966183575,78.30434782608695,NE,10.495721739130435,0.0,Mostly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,20,12.053140096618359,6.449275362318841,66.21739130434783,ENE,13.924324173913044,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,21,14.009661835748794,9.492753623188406,76.34782608695652,NNE,8.886377739130435,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,22,12.884615384615385,10.12820512820513,84.42307692307692,NNE,7.737230769230769,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,23,13.31196581196581,9.87179487179487,80.76923076923077,VAR,8.913289846153846,0.0,Showers in the Vicinity,"Bogotá, Cundinamarca, Colombia",4
2015,1,24,12.870370370370368,10.115740740740742,85.04166666666667,VAR,8.113776000000001,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,25,14.97584541062802,9.32367149758454,72.47826086956522,W,9.236235130434784,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,26,13.88888888888889,8.333333333333334,72.36,VAR,10.49292288,0.0,Fair,"Bogotá, Cundinamarca, Colombia",4
2015,1,27,14.733333333333336,10.333333333333334,77.36,VAR,10.81479168,0.0,Mostly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,28,11.866666666666667,7.711111111111112,74.68,VAR,8.626083840000002,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,29,13.06666666666667,7.155555555555556,70.16,NE,11.651650560000002,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,30,13.353909465020577,8.497942386831276,75.70370370370371,VAR,11.801856,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,1,31,14.547325102880658,10.740740740740742,79.5925925925926,VAR,9.417642666666667,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,2,1,13.019323671497583,8.115942028985508,69.95652173913044,ESE,13.434523826086957,0.0,Showers in the Vicinity,"Bogotá, Cundinamarca, Colombia",4
2015,2,2,14.675925925925924,9.027777777777779,71.41666666666667,NE,14.349984,0.0,Mostly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,2,3,13.171296296296298,6.990740740740742,64.16666666666667,ESE,16.898112,0.0,Mostly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,2,4,14.76851851851852,8.425925925925924,67.66666666666667,ESE,14.886432000000001,0.0,Mostly Cloudy,"Bogotá, Cundinamarca, Colombia",4
2015,2,5,14.565217391304348,7.705314009661837,65.56521739130434,E,13.994295652173912,0.0,Partly Cloudy,"Bogotá, Cundinamarca, Colombia",4
